"Startup Name","Industry","Funding Rounds","Investment Amount (USD)","Valuation (USD)","Number of Investors","Country","Year Founded","Growth Rate (%)"
"Startup_331","AI","7","251433829.31","1147470458.2879","19","France","2015","147.66"
"Startup_332","Fintech","9","3789305458.02","8272667271.1196","43","France","2022","156.78"
"Startup_333","HealthTech","9","230641984.27","858106903.1205","31","France","2011","72.03"
"Startup_334","Biotech","9","4369722781.87","12890999403.116","45","China","2002","7.45"
"Startup_335","EdTech","4","1750683155.84","3120112261.022","43","Brazil","2004","65.88"
"Startup_336","EdTech","9","1625548002.76","3408525773.5392","27","Canada","2009","111.92"
"Startup_337","Blockchain","6","1676572969.31","7753709293.7446","7","USA","2018","74.03"
"Startup_338","SaaS","6","4663152865.68","22805435916.672","18","India","2015","118.11"
"Startup_339","Biotech","10","1623426888.69","7676553082.9986","1","Australia","2012","194.84"
"Startup_340","AI","2","1003881232.9","2796426952.4276","1","India","2016","138"
"Startup_341","Fintech","5","4227877500.87","17362043767.366","28","China","2014","174.26"
"Startup_342","E-commerce","10","1864209580.08","5089503846.8488","47","Australia","2012","37.75"
"Startup_343","Fintech","5","1780270982.5","5740360069.7199","43","France","2018","143.12"
"Startup_344","E-commerce","3","1760051855.11","5645709260.8658","41","France","2016","194.99"
"Startup_345","EdTech","9","10028813.43","24664765.736286","36","Australia","2009","42.73"
"Startup_346","HealthTech","9","3175452268.55","10934068071.675","35","India","2015","43.05"
"Startup_347","Biotech","8","1544091977.94","7279467787.4139","37","Australia","2015","141.52"
"Startup_348","Blockchain","3","4843785979.4","13046963460.836","15","Brazil","2010","38.45"
"Startup_349","AI","6","62049936.48","130113624.99718","19","USA","2011","117.19"
"Startup_350","AI","3","4044917794.36","12764768343.397","42","UK","2000","175.01"
"Startup_351","E-commerce","5","3416933224.89","11245547167.897","44","Brazil","2019","161.18"
"Startup_352","Blockchain","4","3587854634.7","8324601076.8489","36","UK","2015","119.52"
"Startup_353","Blockchain","9","1422023272.53","7107966292.0724","11","Australia","2010","66.76"
"Startup_354","SaaS","1","3511025818.67","6984359727.4618","7","China","2005","72.78"
"Startup_355","EdTech","7","2547693389.83","11899602710.252","50","USA","2008","145.64"
"Startup_356","HealthTech","5","2372278462.7","9754796016.2157","1","China","2002","96.85"
"Startup_357","Biotech","5","2172154534.84","5318543514.4258","9","USA","2019","26.91"
"Startup_358","Biotech","8","3065765126.77","5006863185.3544","38","Singapore","2016","84.74"
"Startup_359","Fintech","5","3518787976.02","14521282905.809","8","Singapore","2017","112.45"
"Startup_360","E-commerce","9","1137348965.41","5383824724.7064","17","Canada","2016","73.01"
"Startup_361","EdTech","3","850720932.48","3806741828.5859","46","Australia","2007","35.39"
"Startup_362","E-commerce","4","1819132027.73","4360825655.2709","34","Germany","2000","63.48"
"Startup_363","EdTech","10","4159273795.93","16057690572.58","13","Brazil","2003","181.91"
"Startup_364","Biotech","7","1897673513.88","4597855630.7823","46","Australia","2004","76.98"
"Startup_365","HealthTech","1","3223093026.56","5060395685.4521","26","Germany","2017","54.91"
"Startup_366","AI","8","2095633329.76","3302567190.4812","28","Germany","2013","73.14"
"Startup_367","Fintech","7","2562781526.29","3937979946.3275","13","France","2006","41.48"
"Startup_368","Biotech","2","2457235232.17","10732170703.143","14","UK","2016","24.84"
"Startup_369","HealthTech","6","4995603165.48","8977952853.0233","17","Singapore","2015","23.99"
"Startup_370","HealthTech","4","308665901.04","666200580.60419","1","USA","2008","32.66"
"Startup_371","Fintech","2","2880572766.75","4603853698.2744","10","Canada","2022","91.82"
"Startup_372","Blockchain","3","2181697848.02","5314637540.4564","18","UK","2007","81.03"
"Startup_373","SaaS","4","4685071784.91","8981836184.3176","34","USA","2009","60.57"
"Startup_374","SaaS","10","3250711927.97","8910023275.322","43","USA","2017","167.03"
"Startup_375","Biotech","3","4871984847.89","15853976426.639","48","China","2000","141.04"
"Startup_376","Biotech","9","1855420999.01","5533572287.9171","3","India","2017","196.74"
"Startup_377","AI","1","2990998926.15","10215873119.994","4","France","2003","65.71"
"Startup_378","HealthTech","1","979033129.98","2498906978.6382","20","India","2012","170.68"
"Startup_379","Biotech","7","1085455489.89","3944636468.696","10","Australia","2002","189.53"
"Startup_380","AI","7","3252215197.7","13279372135.459","18","UK","2018","172.16"
"Startup_381","AI","1","3132685185.72","13178905501.852","10","India","2011","184.37"
"Startup_382","Biotech","1","154202301.03","407827261.20797","48","Australia","2011","86.85"
"Startup_383","Biotech","8","4709711131.94","8566272045.8712","17","Singapore","2001","70.63"
"Startup_384","SaaS","7","3785417699.27","13783956658.145","14","Singapore","2012","83.25"
"Startup_385","AI","10","1070044442.74","3072483280.1629","27","China","2023","43.38"
"Startup_386","Blockchain","6","1109052376.8","5116554297.9249","9","UK","2010","28.18"
"Startup_387","Blockchain","9","196943519.68","784352291.27555","20","China","2016","99.08"
"Startup_388","Blockchain","1","3096338151.71","7184699638.7634","16","Singapore","2006","47.04"
"Startup_389","EdTech","5","2314233330.36","8909969303.1655","50","China","2023","97.42"
"Startup_390","Fintech","4","1688104532.56","3753675824.5034","19","Brazil","2015","29.4"
"Startup_391","Fintech","1","2154482616.25","3811044644.9046","7","UK","2013","160.03"
"Startup_392","HealthTech","7","655969417.67","2189254237.4311","23","China","2009","193.76"
"Startup_393","Blockchain","4","433693154.71","1370824100.4775","20","Singapore","2020","109.97"
"Startup_394","Blockchain","8","4330197981.44","6956240860.8009","40","Australia","2001","171.88"
"Startup_395","SaaS","5","1339003057.49","5113318505.4281","29","USA","2009","97.58"
"Startup_396","HealthTech","6","467837647.59","2242314759.8091","46","Singapore","2021","184.54"
"Startup_397","SaaS","5","4155195209.93","13219239934.114","17","Canada","2006","90.59"
"Startup_398","EdTech","9","415273861.93","1587198017.1734","4","UK","2018","8.61"
"Startup_399","SaaS","1","1158817154.11","2930971567.3731","8","USA","2021","145.12"
"Startup_400","SaaS","5","2977100942.56","8733360294.7724","46","Australia","2014","158.19"
"Startup_401","SaaS","9","987211957.52","3128148964.6719","43","France","2020","178.52"
"Startup_402","SaaS","10","4855139523.89","13579704354.948","29","Germany","2021","166.68"
"Startup_403","HealthTech","2","4786446143.66","18773805724.288","20","Germany","2020","52.71"
"Startup_404","Fintech","1","4583390523.54","9053026861.9278","24","China","2000","97.74"
"Startup_405","Fintech","10","2550171823.37","7623211117.2601","2","China","2005","98.98"
"Startup_406","E-commerce","7","3431774860.3","10488869032.74","8","UK","2012","138.29"
"Startup_407","SaaS","5","1269724893.86","6075935621.0112","5","Germany","2009","144.33"
"Startup_408","Biotech","3","775342019.78","2463185969.9957","6","India","2015","22.55"
"Startup_409","Fintech","10","2243792909.57","8278832692.442","3","Germany","2004","67.91"
"Startup_410","HealthTech","5","1495452653.2","4639902996.8001","32","Singapore","2007","164.55"
"Startup_411","Fintech","8","2208248011.56","8916513879.4847","11","Germany","2016","44.29"
"Startup_412","Blockchain","8","1337299885.97","2022018891.7163","23","Brazil","2011","109.22"
"Startup_413","Blockchain","8","125583000.28","469276851.51456","45","France","2004","37.54"
"Startup_414","E-commerce","10","1639451822.48","4044996738.1098","32","Australia","2021","58.56"
"Startup_415","SaaS","1","2456548751.86","11405881447.188","3","Singapore","2000","50.67"
"Startup_416","AI","4","2952078433.3","7063596817.0037","14","China","2011","144.42"
"Startup_417","Blockchain","8","1060931418.69","5217433413.2105","1","USA","2014","129.98"
"Startup_418","Blockchain","8","3247355663.35","7800566657.9447","13","UK","2001","158.68"
"Startup_419","EdTech","8","3003022309.46","14922314302.005","45","China","2003","101.18"
"Startup_420","E-commerce","8","218086304.4","934846172.23239","16","Brazil","2023","58.05"
"Startup_421","E-commerce","7","514907401.95","2573762217.1006","20","UK","2021","113.38"
"Startup_422","E-commerce","6","125062777.07","362113518.66726","27","Singapore","2004","134"
"Startup_423","Biotech","1","1373881162.49","6254934810.4422","40","Brazil","2005","42.79"
"Startup_424","SaaS","10","705099744.86","2500255042.3412","47","USA","2010","28.22"
"Startup_425","Fintech","2","4966684844.06","21359062444.817","34","France","2006","191.58"
"Startup_426","E-commerce","2","3429447598.03","8291214381.2858","12","Brazil","2011","166.06"
"Startup_427","SaaS","7","249759366.28","582493718.21147","3","UK","2014","33.31"
"Startup_428","Biotech","8","1596600952.19","2450553096.735","20","Singapore","2005","156.58"
"Startup_429","Fintech","1","1690203004.34","6998242320.0011","31","Brazil","2008","16.02"
"Startup_430","Blockchain","2","112547879.91","388822148.3948","41","Germany","2022","31.72"
"Startup_431","HealthTech","6","2244276648.36","7077226078.3749","45","Germany","2005","145.9"
"Startup_432","HealthTech","3","4223570525.92","11559331839.831","22","India","2003","44.55"
"Startup_433","AI","9","1728165544.47","8571566848.9418","16","France","2022","155.68"
"Startup_434","SaaS","2","2677859780.98","10837751557.804","15","Brazil","2010","87.54"
"Startup_435","EdTech","2","4465078452.9","10697579212.022","9","Brazil","2010","177.29"
"Startup_436","Biotech","10","4991896725.42","24709061035.641","13","Australia","2019","157.62"
"Startup_437","Blockchain","10","124002994.45","560913136.88265","21","India","2002","82.19"
"Startup_438","EdTech","7","1224768604.11","2847827469.9096","39","Australia","2000","45.3"
"Startup_439","E-commerce","6","2894154275.18","9703034698.9879","37","Germany","2020","81.35"
"Startup_440","Fintech","7","3909585814.32","13218486616.396","27","India","2003","62.02"
"Startup_441","SaaS","9","3865276226.89","19324357005.744","4","India","2004","129.09"
"Startup_442","HealthTech","6","2397392209.37","10149948181.229","7","France","2020","63.68"
"Startup_443","Blockchain","4","1838755397.93","7907473105.3097","31","France","2006","159.73"
"Startup_444","Biotech","4","216349988.54","540499255.72144","28","China","2021","101.11"
"Startup_445","HealthTech","4","1895985100.71","7580835858.9998","22","France","2017","124.99"
"Startup_446","AI","5","2862979566.46","10107492553.267","5","USA","2012","142.21"
"Startup_447","HealthTech","3","1861212622.19","8882194445.1731","6","Australia","2015","8.85"
"Startup_448","E-commerce","4","1339619719.08","4018199278.7996","42","USA","2020","41.97"
"Startup_449","SaaS","8","2462033222.21","10412319259.192","33","Australia","2022","57.15"
"Startup_450","Biotech","7","4016725392.53","12219118063.44","32","Germany","2002","56.59"
"Startup_451","HealthTech","8","3871723883.68","8476805524.1847","25","Germany","2018","180.66"
"Startup_452","Blockchain","9","3274124585.26","8903440127.3841","37","Germany","2019","186.26"
"Startup_453","E-commerce","2","1756859139.17","5729941239.1148","18","Australia","2015","28.63"
"Startup_454","AI","5","3859154912.52","10612758532.763","8","China","2000","138.53"
"Startup_455","EdTech","4","4549814836.77","7579318472.8833","3","Singapore","2003","139.19"
"Startup_456","AI","6","1757269247.4","5869476861.449","3","Germany","2018","138.28"
"Startup_457","E-commerce","3","4382357129.13","11447776849.025","28","China","2007","26.66"
"Startup_458","Fintech","4","4243173955.94","16899800631.627","40","Brazil","2009","128.51"
"Startup_459","HealthTech","9","523520244.62","1055415336.4316","12","India","2014","30.97"
"Startup_460","Blockchain","8","3962669224.5","8376071870.8526","48","Germany","2010","158.88"
"Startup_461","SaaS","1","390935500.19","1188344620.6233","6","Australia","2017","157.1"
"Startup_462","E-commerce","7","3716807745.27","7826223562.9139","42","France","2004","30.42"
"Startup_463","Fintech","6","2571757828.88","10115171689.124","22","Australia","2005","112.08"
"Startup_464","SaaS","6","3861493144.54","13958967022.687","16","China","2020","95.31"
"Startup_465","SaaS","9","501140331.04","1816171177.1342","42","Canada","2002","160.38"
"Startup_466","Blockchain","5","4139142862.41","11033417478.087","19","Brazil","2007","12.19"
"Startup_467","SaaS","4","140286272.36","303501854.83419","27","Brazil","2010","72.02"
"Startup_468","Blockchain","5","760157307.34","3325889402.0994","6","Germany","2018","194.79"
"Startup_469","SaaS","4","2907407844.08","11400032621.092","42","China","2020","53.53"
"Startup_470","AI","7","4995596887.4","19018734945.042","31","Singapore","2017","38.9"
"Startup_471","Biotech","8","3988504694.4","7906569128.6055","45","Germany","2005","79.65"
"Startup_472","Blockchain","4","1010054915.51","3450994916.5212","20","Australia","2002","196.24"
"Startup_473","Blockchain","3","4329991826.72","15052660727.043","19","France","2001","67.37"
"Startup_474","SaaS","5","4813588032.68","7258537239.8772","17","India","2014","62.14"
"Startup_475","Blockchain","10","2526572058.52","9773686020.2768","21","Brazil","2021","115.82"
"Startup_476","HealthTech","10","40633531.2","92212414.568971","49","Canada","2019","12.72"
"Startup_477","Blockchain","8","3376421100.96","13064573762.923","23","Brazil","2004","28.5"
"Startup_478","SaaS","10","3991919995.03","10468161331.876","15","USA","2021","157.35"
"Startup_479","AI","4","1508068565.31","2787506789.7262","50","India","2002","121.98"
"Startup_480","AI","7","1624441683.51","5743476560.1111","33","India","2008","76.65"
"Startup_481","SaaS","5","3848220514.6","11102796615.214","31","UK","2007","40.85"
"Startup_482","Biotech","1","1377712750.62","3086549364.8581","14","Brazil","2007","146.29"
"Startup_483","HealthTech","2","4933523667.99","22259404289.178","41","Australia","2012","107.36"
"Startup_484","HealthTech","9","3429913218.78","5682989709.758","30","France","2019","139.35"
"Startup_485","Blockchain","3","2706760077.19","8352785480.5013","50","USA","2018","119.32"
"Startup_486","Blockchain","10","495365276.29","1004742310.8957","14","Singapore","2012","133.14"
"Startup_487","HealthTech","9","2877439164.13","7137672553.4392","17","Australia","2011","41.63"
"Startup_488","EdTech","3","1254202303.54","6172130469.5464","24","India","2017","170.44"
"Startup_489","Blockchain","1","3696801234.83","12628191593.272","14","Australia","2008","177.77"
"Startup_490","HealthTech","9","3136932047.86","12749551945.761","9","Brazil","2020","81.88"
"Startup_491","AI","10","4870176350.89","21060386398.614","33","India","2003","55.97"
"Startup_492","E-commerce","3","2817198168.97","4420104126.1007","37","Brazil","2012","9.99"
"Startup_493","SaaS","6","3626534812.24","7670344690.6917","30","USA","2012","21.71"
"Startup_494","Blockchain","5","1756437255.71","5956777725.8225","38","UK","2008","45.14"
"Startup_495","HealthTech","2","1370732441.66","5391080517.4301","7","China","2003","57.26"
"Startup_496","EdTech","4","1269381047.19","2820390777.1157","39","Singapore","2007","20.85"
